ticket_id,tenant_id,opened_by_user_id,created_at,priority,channel,subject,body,resolved_at,csat_score
TK300322,T1003,UZ4UR2YUPM,2025-04-15 05:06:38,low,email,QnA responses irrelevant,"qna giving nons (running v3.9.5)ense, not grounded in docs, mostly on iOS17 pls advise quick",2025-04-17 03:02:26.335079954,5.0
TK300323,T1030,UF8NBEWUD3,2024-11-22 18:51:25,low,portal,SSO not working for new hires,"login bombs for fresh accounts, maybe SCIM sync lag?, mostly on iOS17",2024-11-24 04:43:22.622045417,4.5
TK300324,T1032,UMZLO9LNDC,2025-01-11 02:53:34,low,teams,Anomaly alerts too noisy,"anomaly detector spamming (running v4.1.2), need tuning asap, region APAC, mostly on macOS14",2025-01-12 05:21:11.528037294,2.9
TK300325,T1025,UOA2VCYWL9,2025-03-28 21:39:28,medium,email,OCR results are inconsistent,"scanned docs look messy, tables broken, numbers missing, feels worse after las (running v4.1.2)t update, mostly on iOS17",2025-03-30 01:27:54.170324264,4.5
TK300326,T1025,UMVU2YETTR,2024-12-21 04:35:11,low,email,QnA responses irrelevant,"responses off-topic, customers confused big time (running v3.2.1), mostly on macOS13",2024-12-23 05:14:25.488020111,3.8
TK300327,T1013,US9RCB2OXE,2025-03-12 19:51:06,low,email,Webhook retries too slow,"webhooks crawling, retries hours apart, downstream SLA (running v4.0.0) toast",2025-03-13 15:54:28.316855184,4.2
TK300328,T1038,U30EX7KI13,2025-02-28 16:40:00,high,slack,Mobile app crashes offline,"crash loop in airplane mode, logs show weird stacktrace",2025-03-02 05:25:43.988866894,3.8
TK300329,T1017,UOZCTWJLSH,2025-05-22 03:20:23,medium,phone,Audit trail gaps on weekends,"weekend logs missing, risk for EU region, region APAC, mostly on Win10",2025-05-23 11:34:54.255337547,3.4
TK300330,T1036,UW8BTTCNO3,2025-10-10 08:35:55,medium,slack,Export to CSV missing columns,"exports incomplete since last push, need cost_center back, region APAC",2025-10-11 12:43:15.382155691,3.6
TK300331,T1031,UR99ZZCRAX,2025-07-28 22:20:40,medium,email,SSO not working for new hires,"onboarding blocked, sso error pops after creds, urgent fix pls, region LATAM",2025-07-30 15:15:39.372650818,4.1
TK300332,T1011,UR0VLKBCUS,2025-10-09 16:48:36,medium,portal,Anomaly alerts too noisy,"anomaly detector spamming, need tuning asap, mostly on Android13",2025-10-11 09:37:59.184264262,4.4
TK300333,T1022,UNCRBVXKET,2025-03-19 06:40:34,high,teams,Anomaly alerts too noisy,"anomaly detector spam (running v4.1.2)ming, need tuning asap, mostly on Android13",2025-03-21 07:34:16.471320150,4.3
TK300334,T1012,UL3OBOPAB0,2025-03-27 06:11:01,low,email,Export to CSV missing columns,"downloaded report miss (running v4.0.0)ing key cols, broke our pipeline, region APAC, mostly on macOS14",2025-03-28 04:09:26.994074972,4.1
TK300335,T1020,U76UB7L8V1,2025-08-19 18:48:43,low,email,Export to CSV missing columns,"csv  (running v3.9.5)export skips cost center and project fields, finance mad, region APAC, mostly on macOS13",2025-08-22 20:39:35.815863310,3.9
TK300336,T1018,UO6969PSDC,2025-03-11 00:12:53,low,portal,SSO not working for new hires,"new folks can't log in, sso handshake fails, okta config seems fine, region LATAM pls advise quick",2025-03-12 01:32:21.924068144,4.8
TK300337,T1009,UQ77AG3YN2,2025-11-03 19:33:10,medium,teams,SSO not working for new hires,"onboarding blocked, sso error pops after creds, urgen (running v3.9.5)t fix pls, region EU",2025-11-04 21:33:57.269868151,3.8
TK300338,T1020,URZCV3HRQA,2025-09-22 03:00:50,low,phone,Export to CSV missing columns,"downloaded report missing key cols, broke our pipeline, mostly on Windows 11",2025-09-22 22:56:53.421881967,4.5
TK300339,T1006,UA73JGZLMA,2025-03-31 03:40:52,high,email,QnA responses irrelevant,"b (running v3.2.1)ot answers outdated stuff, pricing info wrong, region EU pls advise quick",2025-04-01 01:17:35.780506051,4.1
TK300340,T1017,UPA94D8XER,2025-02-22 18:55:35,medium,email,Webhook retries too slow,"delivery lag insane, partners yelling, any hotfix?, region EU",2025-02-23 03:53:04.610017974,4.6
TK300341,T1003,UMQ0NJVJPC,2025-01-27 11:23:25,medium,portal,OCR results are inconsistent,"a (running v3.9.5)ccuracy tanked on PDFs, esp multi-page ones, any workaround?, region APAC",2025-01-28 04:48:06.989948826,4.7
TK300342,T1018,U9NB74X2EK,2025-10-17 07:38:47,medium,email,Export to CSV missing columns,"csv export skips cost center and project fields, (running v4.0.0) finance mad, mostly on Android13",2025-10-19 15:06:17.563399516,4.2
TK300343,T1024,UCYEP5ZPLY,2025-05-08 17:07:34,medium,teams,Audit trail gaps on weekends,"audit blank for saturday edits, compliance  (running v3.9.5)breathing down, region US",2025-05-10 07:00:32.997176845,3.7
TK300344,T1016,UN5KG3FYE4,2025-03-18 03:56:43,medium,portal,Webhook retries too slow,"retry logic busted, queue stuck since yesterday, region LATAM, mostly on iOS17",2025-03-18 22:31:00.686199478,2.4
TK300345,T1024,U5D3NMYB4B,2025-04-10 19:31:57,low,portal,OCR results are inconsistent,"scanned docs look messy, tables broken, numbers missing, feels worse after last update",2025-04-11 15:08:18.433065433,2.5
TK300346,T1015,UXB9YO18PA,2025-02-08 08:53:42,medium,email,SSO not working for new hires,"login bombs for fresh accounts, maybe SCIM sync lag?, mostly on macOS14",2025-02-08 23:05:04.302687217,4.4
TK300347,T1001,U036B3YQMP,2025-03-13 14:16:47,medium,portal,Anomaly alerts too noisy,"anomaly detector spamming, need tu (running v4.0.0)ning asap, mostly on Win10",2025-03-15 05:31:22.033116783,3.8
TK300348,T1039,UG3DCMYXBD,2025-08-08 18:33:37,low,email,Export to CSV missing columns,"csv export skips cost center and project fields, finance (running v3.2.1) mad, mostly on iOS17",2025-08-10 11:53:51.169805306,5.0
TK300349,T1027,UBETRLZSCX,2025-10-04 20:30:55,low,portal,Webhook retries too slow,"delivery lag insane, partners yelling, any hotfix?",2025-10-06 17:03:13.045690262,5.0
TK300350,T1026,UATO9BP12U,2024-12-05 04:09:44,medium,email,Webhook retries too slow,"webhooks crawling, retries hours apart, downstream SLA toast, mostly on macOS14",2024-12-06 14:16:26.966148766,4.8
TK300351,T1018,U1WMFPT00E,2025-02-13 13:08:50,medium,email,Export to CSV missing columns,"downloaded report missing key cols, (running v4.0.0) broke our pipeline, region LATAM, mostly on Windows 11",2025-02-14 08:36:35.814064828,4.8
TK300352,T1037,U7DIA5U6HC,2025-05-14 09:24:28,medium,phone,SSO not working for new hires,"new folks (running v3.9.5) can't log in, sso handshake fails, okta config seems fine, region LATAM",2025-05-15 01:23:45.163060266,4.5
TK300353,T1035,U9QESOS0ZX,2024-12-31 09:40:49,high,email,QnA responses irrelevant,"qna giving nonsense, not grounded in docs, mostly on macOS14 pls advise quick",2025-01-01 08:43:32.806954667,5.0
TK300354,T1013,U0NZUTP4HY,2025-10-17 21:45:13,low,email,QnA responses irrelevant,"qna givi (running v4.1.2)ng nonsense, not grounded in docs, mostly on Win10 pls advise quick",2025-10-19 07:10:35.421719844,4.5
TK300355,T1002,UTJUQ7X7B7,2025-01-31 07:55:39,high,email,QnA responses irrelevant,"responses off-topic, customers confused big time, region APAC, mostly on macOS14",2025-02-01 22:18:31.270984002,4.2
TK300356,T1038,UW5GSM7RBR,2025-05-11 10:29:14,medium,email,Audit trail gaps on weekends,"weekend logs (running v3.2.1) missing, risk for EU region",2025-05-14 05:35:19.070725406,4.4
TK300357,T1014,ULYBWGMP9A,2025-02-22 07:05:07,medium,email,Export to CSV missing columns,"downloaded report missing key cols, br (running v3.2.1)oke our pipeline, mostly on macOS14",2025-02-24 17:03:39.364286582,3.6
TK300358,T1007,UZMCD6XHMK,2025-04-06 02:59:09,high,email,OCR results are inconsistent,"scanned docs look messy, tables broken, numbers missing, feels worse after last update, region EU pls advise quick",2025-04-09 12:33:58.010148829,4.0
TK300359,T1017,U3Y8A6M968,2025-03-08 12:45:21,low,email,Export to CSV missing columns,"downloaded (running v4.0.0) report missing key cols, broke our pipeline",2025-03-11 16:32:57.464577770,5.0
TK300360,T1012,US6Y3C1HD9,2025-03-30 23:02:14,low,email,QnA responses irrelevant,"responses off-topic, customers confused big time, mostly on Android13",2025-04-04 10:19:03.449448938,5.0
TK300361,T1024,UJQQXF2A8J,2025-04-26 01:55:31,medium,phone,SSO not working for new hires,"onboarding blocked, sso error pops after creds, urg (running v3.9.5)ent fix pls, region APAC, mostly on Android13",2025-04-28 13:00:47.853102275,3.2
TK300362,T1018,UTYX2CB2PN,2025-03-29 03:13:30,low,portal,Webhook retries too slow,"retry logic buste (running v3.2.1)d, queue stuck since yesterday, region APAC",2025-03-29 14:18:24.417419554,4.8
TK300363,T1017,UBEKTJEPGY,2025-11-07 17:51:25,medium,email,Audit trail gaps on weekends,"weekend logs missing, ris (running v4.1.2)k for EU region pls advise quick",2025-11-10 23:22:36.814824902,4.5
TK300364,T1014,UE8QENVGUA,2025-02-16 08:37:27,medium,phone,Audit trail gaps on weekends,"audit blank fo (running v3.9.5)r saturday edits, compliance breathing down",2025-02-18 17:51:31.685390026,3.7
TK300365,T1028,UUBEZSD1FI,2025-07-26 01:07:21,medium,portal,Anomaly alerts too noisy,"noise level crazy, ops ignoring aler (running v3.2.1)ts now pls advise quick",2025-07-29 00:18:13.996986710,3.3
TK300366,T1030,UIVWOE58OA,2024-12-20 03:34:08,urgent,phone,Audit trail gaps on weekends,"weekend logs (running v3.9.5) missing, risk for EU region, region EU",2024-12-22 06:41:27.103253546,4.5
TK300367,T1024,UZBJJAC9ON,2024-12-12 19:21:54,low,email,QnA responses irrelevant,"responses off-topic, customers confused big time (running v3.2.1)",2024-12-13 08:30:39.914597412,3.0
TK300368,T1015,UA26YFPMVX,2025-09-09 15:47:48,low,phone,Mobile app crashes offline,"crash loop in airplane mode, logs sh (running v4.1.2)ow weird stacktrace, region US, mostly on iOS17 pls advise quick",2025-09-11 14:14:34.756264027,3.8
TK300369,T1000,U59M6MG87O,2025-03-31 19:28:53,medium,email,Audit trail gaps on weekends,"audit blank for saturday edits, compliance breathing (running v4.1.2) down, region US",2025-04-02 22:23:12.002378002,5.0
TK300370,T1003,U0Y14DSF2U,2025-08-24 20:17:59,low,email,Webhook retries too slow,"deli (running v3.2.1)very lag insane, partners yelling, any hotfix?, region APAC",2025-08-25 18:09:12.415625532,4.2
TK300371,T1014,U978V0BJWK,2025-04-09 14:43:31,medium,slack,Audit trail gaps on weekends,"weekend logs missing, risk for EU region, mostly on macOS13",2025-04-12 06:54:22.484101985,3.8
TK300372,T1003,USM0DL4YCP,2025-03-06 10:34:40,high,slack,Webhook retries too slow,"retry logic busted, queue stuck since y (running v4.1.2)esterday, region APAC",2025-03-07 13:20:14.203424698,4.2
TK300373,T1003,USALSUL8SN,2025-06-01 10:50:02,low,email,Webhook retries too slow,"retry logic busted, queue stuck since yesterday",2025-06-03 01:52:12.887062600,5.0
TK300374,T1021,UIQUWRXZE1,2025-03-03 15:25:43,low,portal,Audit trail gaps on weekends,"weekend logs missing, risk for EU region, region EU",2025-03-07 03:40:04.584808618,2.9
TK300375,T1016,U2BVS3K337,2024-11-21 16:49:53,low,email,Mobile app crashes offline,"crash loop in airplane mode, logs show weird stacktr (running v4.1.2)ace, region APAC, mostly on Android13",2024-11-23 10:33:35.893543931,4.2
TK300376,T1038,U8XAEJGNZF,2025-09-04 21:17:43,urgent,portal,Webhook retries too slow,"webhooks crawling, retries hours apart, dow (running v4.1.2)nstream SLA toast pls advise quick",2025-09-07 14:29:52.782145320,4.1
TK300377,T1030,U8TH105OSZ,2025-11-08 18:05:15,medium,phone,OCR results are inconsistent,"accuracy tanked on PDFs, esp multi-page ones, any w (running v4.0.0)orkaround?, region US",2025-11-10 17:10:28.454627092,5.0
TK300378,T1035,USQAXMVW0N,2025-10-04 10:58:35,medium,email,Export to CSV missing columns,"csv export skips cost center and project fields, finance mad, region US, mostly on macOS14 pls advise quick",2025-10-06 15:06:31.537514285,5.0
TK300379,T1028,U8980BT7RO,2024-12-05 00:24:29,low,email,QnA responses irrelevant,"qna giving nonsense, not grounded in docs, region US, mostly on Win10",2024-12-07 01:14:55.448959590,5.0
TK300380,T1037,UZHG1GF4OF,2025-09-07 15:07:38,low,email,OCR results are inconsistent,"accuracy tanked on PDFs, esp mult (running v4.1.2)i-page ones, any workaround?, mostly on iOS17",2025-09-08 09:16:28.057721707,4.4
TK300381,T1016,U3ZEZQACJ4,2025-01-14 08:27:18,low,portal,Audit trail gaps on weekends,"weekend logs missing, risk for EU regio (running v4.1.2)n, region US, mostly on Win10 pls advise quick",2025-01-14 18:39:44.854176942,3.7
TK300382,T1021,UASNRM6DFH,2025-03-27 05:41:28,medium,email,Anomaly alerts too noisy,"noise level crazy, ops ignoring alerts now",2025-03-28 08:36:29.694972776,3.5
TK300383,T1037,UGPFWCINVS,2025-05-22 09:17:58,medium,email,Webhook retries too slow,"retry logi (running v3.9.5)c busted, queue stuck since yesterday, region LATAM, mostly on macOS14",2025-05-23 03:03:21.617548867,4.8
TK300384,T1007,UFJAWSHMLF,2025-05-12 22:33:34,low,portal,Mobile app crashes offline,"offline sync triggers crash, started after v4 rollout, region APAC, mostly on Android13",2025-05-13 11:00:00.506143380,4.1
TK300385,T1021,UGPMTE1EL8,2025-07-03 19:48:56,medium,portal,Export to CSV missing columns,"exports incomplete since last push, need cost_center back, mostly on Windows 11",2025-07-04 23:13:08.351987021,4.1
TK300386,T1011,USQOI2JVZH,2025-08-03 18:28:38,low,phone,Audit trail gaps on weekends,"trail holes after midnight ops, (running v3.9.5) scary for audits pls advise quick",2025-08-05 00:40:41.558382128,5.0
TK300387,T1018,UZR7KQ9MGM,2025-03-02 14:59:50,low,email,Webhook retries too slow,"retry logic busted, queue stuck since yesterday, region LATAM pls advise quick",2025-03-04 06:22:27.078522870,4.5
TK300388,T1010,UE40KZUJ2X,2025-02-05 09:22:57,high,email,Audit trail gaps on weekends,"trail hole (running v4.1.2)s after midnight ops, scary for audits, region EU",2025-02-07 20:08:25.827016646,3.9
TK300389,T1002,URA9PAY1T5,2025-01-10 17:05:24,medium,email,SSO not working for new hires,"onboarding blocked, sso error (running v3.9.5) pops after creds, urgent fix pls, mostly on macOS13",2025-01-12 10:12:07.763524599,3.3
TK300390,T1027,UNAXS88UAL,2024-12-26 19:09:24,low,email,Anomaly alerts too noisy,"alert storm every (running v3.2.1) morning, mostly false positives, region EU, mostly on iOS17 pls advise quick",2024-12-27 08:19:42.241720316,4.5
TK300391,T1014,UF4ABUFWBU,2025-10-24 08:22:32,medium,phone,Anomaly alerts too noisy,"noise level crazy, ops ignorin (running v3.9.5)g alerts now, region LATAM",2025-10-25 07:33:39.050318939,5.0
TK300392,T1033,UFLRF3TF14,2024-12-30 21:50:32,medium,email,Audit trail gaps on weekends,"trail holes after midnight ops, scary for audits, region US",2025-01-01 12:51:51.529253051,4.2
TK300393,T1024,UERV8JHE9F,2025-03-01 05:10:47,high,email,OCR results are inconsistent,"scanned docs look messy, tables (running v3.2.1) broken, numbers missing, feels worse after last update, mostly on macOS13",2025-03-03 07:12:18.638188071,4.2
TK300394,T1033,UK86ADNOKK,2025-09-18 03:11:14,low,email,Audit trail gaps on weekends,"trail holes after midnight ops, scary for audits, region LATAM, mostly on Win10",2025-09-20 17:31:29.850317123,4.3
TK300395,T1007,U9G6Q62RXY,2025-07-11 17:58:38,low,teams,SSO not working for new hires,"login bombs for fresh accounts, maybe SCIM sync lag?, region EU, mostly on macOS13 pls advise quick",2025-07-14 14:12:42.936821619,3.6
TK300396,T1004,U6A718FVX9,2025-10-30 00:40:51,medium,email,OCR results are inconsistent,"accuracy tanked on PD (running v3.2.1)Fs, esp multi-page ones, any workaround?, region US",2025-10-31 08:17:14.531439538,4.3
TK300397,T1036,UJAE8QK4Z9,2025-11-06 21:53:15,low,portal,Audit trail gaps on weekends,"audit blank (running v3.2.1) for saturday edits, compliance breathing down, region US",2025-11-08 14:49:04.525740422,5.0
TK300398,T1037,UE5AJR1OV9,2025-02-19 19:49:53,high,email,QnA responses irrelevant,"responses off-topic, customers confused big time",2025-02-20 08:56:03.033097576,4.9
TK300399,T1032,UXNECRYSAU,2025-06-11 08:08:04,medium,phone,Export to CSV missing columns,"exports incomplete since last p (running v3.2.1)ush, need cost_center back",2025-06-13 23:59:24.429632695,4.3
TK300400,T1016,UKMU6U4PLL,2025-08-07 00:00:22,low,phone,Mobile app crashes offline,"offline s (running v4.0.0)ync triggers crash, started after v4 rollout, region EU",2025-08-08 10:28:18.952260092,4.3
TK300401,T1030,UQO09VS9KK,2025-06-02 05:45:32,high,email,OCR results are inconsistent,"scanned docs look messy, tables broken, numbers missing, feels worse after last update, region US, mostly on Windows 11 pls advise quick",2025-06-02 18:46:09.648057424,4.4
TK300402,T1034,UH4A3YJTU7,2025-05-10 16:26:54,low,email,OCR results are inconsistent,"ocr keeps jumbling invoice lines, maybe (running v4.0.0) related to new patch?, region US pls advise quick",2025-05-12 17:04:21.222155133,3.7
TK300403,T1036,U0Y9DOM5IG,2025-05-26 04:34:44,high,phone,QnA responses irrelevant,"responses off-topic, customers confused big tim (running v4.0.0)e pls advise quick",2025-05-28 10:11:31.363886993,4.0
TK300404,T1031,U61UM04ACC,2025-09-10 17:08:29,low,portal,Webhook retries too slow,"webhooks crawling, retries hours apart, downstream SLA toast",2025-09-11 18:12:26.017277309,3.8
TK300405,T1000,UQ11PHLSQK,2025-07-14 23:20:25,low,email,Mobile app crashes offline,"field reps stuck, app dies when offline mode kicks (running v3.9.5) in, region APAC",2025-07-15 17:57:15.056798525,3.3
TK300406,T1031,U4MW04I3DZ,2025-10-22 22:59:14,low,email,OCR results are inconsistent,"accuracy tanked on PDFs, esp multi-page  (running v3.9.5)ones, any workaround?",2025-10-25 23:09:33.960727253,5.0
TK300407,T1005,U6H4AH5KTA,2024-11-21 18:18:06,medium,portal,OCR results are inconsistent,"accuracy tanked o (running v4.0.0)n PDFs, esp multi-page ones, any workaround?, region EU, mostly on macOS13 pls advise quick",2024-11-24 05:08:53.288488711,4.3
TK300408,T1030,UMCY249FB4,2024-12-13 11:13:57,medium,slack,Anomaly alerts too noisy,"noise level crazy, ops ignoring alerts now, region APAC, mostly on Android13 pls advise quick",2024-12-14 02:24:30.534614071,4.7
TK300409,T1023,UK7N8LA100,2025-09-12 16:49:09,medium,email,Export to CSV missing columns,"expo (running v4.0.0)rts incomplete since last push, need cost_center back, region US, mostly on iOS17 pls advise quick",2025-09-14 09:24:12.941609222,3.9
TK300410,T1004,UEY18JSEUO,2025-05-04 04:03:31,low,email,Audit trail gaps on weekends,"weekend logs missing, risk for EU region, region LATAM, mostly on Windows 11 pls advise quick",2025-05-05 01:09:52.137483026,5.0
TK300411,T1012,UXCX1W80WI,2025-06-19 07:51:52,high,portal,Anomaly alerts too noisy,"alert storm every morning, mostly false positives pls advise quick",2025-06-21 00:42:48.029915842,4.2
TK300412,T1006,U2SW01M4Y0,2025-10-23 06:47:53,high,portal,Anomaly alerts too noisy,"alert storm every morni (running v3.2.1)ng, mostly false positives pls advise quick",2025-10-24 09:19:48.993920333,3.3
TK300413,T1024,UL1S2QPKGR,2025-05-09 01:53:36,medium,slack,Export to CSV missing columns,"downloaded report missing key (running v3.2.1) cols, broke our pipeline pls advise quick",2025-05-10 15:08:05.708287742,3.3
TK300414,T1035,UMKRY7IYGC,2025-08-05 02:41:11,low,slack,Anomaly alerts too noisy,"anomaly detector spamming, need tuning asap, mostly on Win10",2025-08-06 06:48:15.093339897,5.0
TK300415,T1038,UY4NRMQYZ6,2025-07-28 06:58:40,low,portal,SSO not working for new hires,"onboarding blocked, sso error pops after creds, urgent  (running v4.1.2)fix pls, region EU pls advise quick",2025-07-30 08:42:12.218771944,3.7
TK300416,T1004,ULF43RSASV,2024-12-23 17:51:28,high,teams,OCR results are inconsistent,"scanned docs look messy, tables broken, numbers missing, feels worse after last update, region US, mostly on Win10",2024-12-24 12:11:37.147396260,4.2
TK300417,T1006,U9DVWS3KCV,2025-02-24 01:17:12,high,email,Anomaly alerts too noisy,"anomaly detector spamming, need tuning asap, mostly on Win10 pls advise quick",2025-02-26 06:44:17.605996658,4.7
TK300418,T1012,UB62HLN6GO,2025-04-06 19:10:00,high,slack,QnA responses irrelevant,"qna giving nonsense, not groun (running v4.0.0)ded in docs, region US",2025-04-07 12:28:16.384254512,5.0
TK300419,T1007,U3W95CH4FO,2025-04-30 19:40:34,medium,portal,Anomaly alerts too noisy,"anomaly detector spamming, n (running v4.1.2)eed tuning asap",2025-05-01 15:47:24.150291486,4.5
TK300420,T1010,UA26YFPMVX,2025-08-10 07:13:37,medium,phone,Anomaly alerts too noisy,"anomaly detector spamming, need tuning (running v3.2.1) asap, mostly on Win10 pls advise quick",2025-08-11 05:06:14.217844966,2.9
TK300421,T1018,UFGS3JONOU,2025-07-01 00:53:12,low,phone,Export to CSV missing columns,"exports incomplete since last push,  (running v4.1.2)need cost_center back, region EU, mostly on Win10",2025-07-01 06:43:54.636141690,5.0
TK300422,T1016,UY0RCNJ6BR,2025-03-19 17:13:07,medium,email,OCR results are inconsistent,"ocr keeps jumbli (running v3.9.5)ng invoice lines, maybe related to new patch?, region APAC",2025-03-21 17:54:21.041787438,4.6
TK300423,T1007,UE5C5JO5L0,2024-11-23 17:14:53,low,portal,SSO not working for new hires,"login bombs for (running v3.2.1) fresh accounts, maybe SCIM sync lag?, mostly on Win10 pls advise quick",2024-11-24 17:19:44.881210961,4.1
TK300424,T1036,UKLL5ZNLNC,2025-06-10 07:11:28,medium,portal,QnA responses irrelevant,"bot ans (running v4.1.2)wers outdated stuff, pricing info wrong pls advise quick",2025-06-11 17:55:43.790684430,4.1
TK300425,T1017,UE8QENVGUA,2025-10-16 14:21:39,medium,phone,OCR results are inconsistent,"ocr keeps jumbling invoice line (running v4.0.0)s, maybe related to new patch?, mostly on Android13",2025-10-18 15:38:12.383075178,3.6
TK300426,T1005,U4FEGYYJ5N,2024-12-27 22:53:08,low,portal,Export to CSV missing columns,"exports incomplete since last push, need cost_center back, mostly on iOS17",2024-12-30 07:58:20.821489721,5.0
TK300427,T1013,UTFNSGPYNY,2024-11-26 13:18:35,high,email,SSO not working for new hires,"onboarding blocked, sso error pops after creds, urgent fix pls, region US",2024-11-29 03:24:36.825114622,3.8
TK300428,T1014,UIQICB5NTJ,2025-08-25 00:53:24,low,portal,Anomaly alerts too noisy,"noise level crazy, ops ignoring alerts now, region EU",2025-08-25 18:52:29.920258272,3.4
TK300429,T1008,UNTUSJXBCW,2025-06-18 16:51:27,medium,portal,QnA responses irrelevant,"responses off-topi (running v3.9.5)c, customers confused big time, region US pls advise quick",2025-06-20 23:54:19.731914301,4.5
TK300430,T1024,US5DUPX06L,2025-06-07 16:49:45,low,portal,Anomaly alerts too noisy,"noise level crazy, ops ignoring alerts now, region US",2025-06-08 13:53:22.289854530,3.7
TK300431,T1007,U4IEDBTFDC,2025-04-05 03:00:34,medium,phone,OCR results are inconsistent,"ocr keeps jumbling invoice lines, maybe related to new  (running v4.0.0)patch?, mostly on macOS13",2025-04-07 05:40:52.278772268,4.4
TK300432,T1038,UOA3VF02GV,2025-03-16 16:28:54,low,portal,OCR results are inconsistent,"ocr keeps jumbling invoice lines, maybe related to new (running v4.1.2) patch?",2025-03-18 05:05:20.209535965,3.8
TK300433,T1031,UIJL2Z0LJC,2025-03-09 20:08:42,low,email,Audit trail gaps on weekends,"audit (running v3.9.5) blank for saturday edits, compliance breathing down, region US",2025-03-10 08:17:55.363914398,3.0
TK300434,T1015,U22BE4N252,2025-08-22 08:44:15,high,phone,Export to CSV missing columns,"exports incomplete  (running v4.0.0)since last push, need cost_center back, mostly on macOS13",2025-08-23 07:30:11.476577984,3.7
TK300435,T1009,UY1O4IZASN,2025-07-08 06:33:00,urgent,email,Audit trail gaps on weekends,"tra (running v3.2.1)il holes after midnight ops, scary for audits, region US, mostly on macOS14",2025-07-09 04:03:49.529493190,3.1
TK300436,T1036,U1BHRNLQLF,2025-09-28 00:06:04,low,email,Export to CSV missing columns,"downloaded report missing key cols, broke  (running v4.0.0)our pipeline, region APAC",2025-10-01 07:45:46.948251125,5.0
TK300437,T1035,UWP8DJKLUY,2025-11-04 07:02:56,low,slack,Audit trail gaps on weekends,"weekend logs missing, r (running v4.0.0)isk for EU region, mostly on Android13",2025-11-04 18:53:22.047695562,4.4
TK300438,T1036,U2YIVFQSX5,2025-07-01 19:08:43,medium,phone,Webhook retries too slow,"webhooks crawling, retries hours  (running v4.1.2)apart, downstream SLA toast, region APAC pls advise quick",2025-07-02 10:26:08.635598119,3.5
TK300439,T1012,UO8PM4Y2MG,2025-09-25 23:16:42,medium,portal,Audit trail gaps on weekends,"audit blank for saturday edits, compliance breathing down, mostly on macOS13 pls advise quick",2025-09-28 14:22:47.048338388,3.5
TK300440,T1004,UXSNHFT4I2,2024-12-05 11:33:15,medium,email,Export to CSV missing columns,"csv export skips cost  (running v4.1.2)center and project fields, finance mad, mostly on Win10",2024-12-07 15:21:48.062295052,3.9
TK300441,T1025,U2HQKQ8FKC,2025-01-13 06:06:34,low,phone,QnA responses irrelevant,"bot answers outdated stuff, pricing info wrong, region APAC",2025-01-14 12:45:36.237132988,5.0
TK300442,T1014,U4GWLF9YXA,2025-08-23 09:00:04,medium,email,Mobile app crashes offline,"offline sync triggers crash, started after v4 rollout, mostly on iOS17",2025-08-24 07:59:08.066767369,4.7
TK300443,T1025,U36Z4DSXLS,2025-02-13 12:44:46,medium,phone,Audit trail gaps on weekends,"trail holes after midnight ops, scary for audits, mostly on iOS17",2025-02-15 11:53:27.274888395,4.0
TK300444,T1010,UFS7I19MO1,2025-10-02 22:46:24,medium,phone,Anomaly alerts too noisy,"alert storm every morning, mostly false positives",2025-10-03 17:08:25.549711984,3.2
TK300445,T1008,UWPRLPG7GV,2025-08-30 15:09:40,medium,phone,Webhook retries too slow,"webhooks crawling, retries hours apart, downstream SLA toast, region EU pls advise quick",2025-09-01 11:50:19.501668798,3.4
TK300446,T1032,UXBE1P5EI7,2025-09-27 11:51:35,high,email,Export to CSV missing columns,"csv export skips co (running v3.9.5)st center and project fields, finance mad, region LATAM pls advise quick",2025-09-28 11:31:00.496428050,4.1
TK300447,T1038,UE40KZUJ2X,2025-06-07 08:11:24,high,email,OCR results are inconsistent,"accuracy  (running v4.1.2)tanked on PDFs, esp multi-page ones, any workaround?, region LATAM",2025-06-09 07:38:05.254931130,4.6
TK300448,T1013,UCCE4HAECP,2024-12-09 15:59:49,low,email,Webhook retries too slow,"delivery (running v4.0.0) lag insane, partners yelling, any hotfix?",2024-12-10 10:29:28.413220352,3.0
TK300449,T1001,U934QPVBXS,2025-07-26 18:32:01,low,email,Webhook retries too slow,"retry logic busted, queue stuck since yesterday",2025-07-28 08:57:48.889219162,4.5
TK300450,T1038,UPXI9BF1N9,2025-10-16 15:30:18,medium,slack,OCR results are inconsistent,"accuracy tanked on PDFs, esp multi-page ones, any workaround?, mostly on Windows 11",2025-10-18 03:53:48.028187004,4.5
TK300451,T1039,U27PSQZN7X,2025-09-06 13:16:52,medium,email,Export to CSV missing columns,"exports incomplete since last push, need cost_center back",2025-09-09 06:18:42.116985356,3.4
TK300452,T1004,U6VK0UCC1M,2025-07-03 17:44:55,high,email,SSO not working for new hires,"new folks can't log in, sso handshake fails, okta config seems fin (running v4.0.0)e, region LATAM, mostly on Windows 11",2025-07-04 08:39:56.220646802,4.7
TK300453,T1036,U1OR4SDA9W,2025-08-11 12:33:26,medium,portal,Export to CSV missing columns,"csv export skips cost center and project fields, finance mad, region LATAM, mostly on Windows 11",2025-08-11 23:59:22.154262854,3.7
TK300454,T1015,U8HLSWDLR4,2025-03-13 20:54:04,medium,email,Audit trail gaps on weekends,"weekend logs missing, risk for EU region, region EU, mostly on Android13",2025-03-14 17:54:47.077484630,3.9
